codmun,municipio,codRegiaoSaude,nomeRegiaoSaude,populacaoTCU2019,casosAcumulado,obitosAcumulado,porcentagem_casos_hab,porcentagem_obitos_casos,CIR,CodRegiao,Sede,Região de Saúde,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Código Município,Código Município Completo,Municipio,CodMunIBGE,Código,Área Territorial - km²,População estimada - pessoas,Densidade demográfica - hab/km²,Escolarização 6 a 14 anos,IDHM - Índice de desenvolvimento humano municipal,Mortalidade infantil - óbitos por mil nascidos vivos,Receitas realizadas - R$ (×1000),Despesas empenhadas - R$ (×1000) [2017],PIB per capita - R$,v0002_codigo_do_municipio,GeoSES,educação,mobilidade,pobreza,privacao_material,riqueza,renda,segregacao
241050,Rafael Fernandes,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,5098,30,0,0.005884660651235779,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,10504.0,2410504,Rafael Fernandes,241050,2410504,78.231,5098,59.98,96.3,0.608,19.23,51277.16055385543,47817.13792463857,7920.31,2410504,-0.4791930989019851,70.56964631290266,0,57.557198635033465,8.861633647980183,0.2271685693624512,1100.901518961303,0.14444012673946285
241060,Rafael Godeiro,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,3201,34,0,0.010621680724773508,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,7,Umarizal,10603.0,2410603,Rafael Godeiro,241060,2410603,100.073,3201,30.61,100.0,0.654,22.22,15727.18999,14492.60388,8933.24,2410603,-0.4925496886195399,67.08578019981876,0,59.77203792613946,7.113796958812043,0.26676851034017623,1101.0592584297451,0.11933064208816192
241070,Riacho da Cruz,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,3579,37,1,0.01033808326348142,0.027027027027027032,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,10702.0,2410702,Riacho da Cruz,241070,2410702,127.223,3579,24.88,98.8,0.584,23.81,14210.76403,13110.18051,8547.46,2410702,-0.6385450682809712,77.10122277940681,0,70.62994051472516,9.015011130244416,0.633818866038558,853.5617930420842,0.06407178548004211
241080,Riacho de Santana,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,4204,12,0,0.0028544243577545195,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,5,Serra de São Miguel,10801.0,2410801,Riacho de Santana,241080,2410801,128.106,4204,32.44,99.7,0.591,18.18,15484.13213,15309.84727,7336.76,2410801,-0.614472699220698,75.79287167383943,0,65.09917009915677,4.1449429966584335,0.0,813.9978939744141,0.11368528702510615
241090,Riachuelo,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,8128,143,2,0.017593503937007874,0.013986013986013986,3,24003,João Câmara,Mato Grande/Salineira,3,Agreste Potiguar,15,Agreste Potiguar,10900.0,2410900,Riachuelo,241090,2410900,262.887,8128,26.88,96.8,0.592,29.7,17606.91593,18921.55079,7961.36,2410900,-0.6814333485414409,75.39809241403705,0,69.70478502140655,10.939846448386225,0.3146032425858181,985.3104670049524,0.04207507318223058
241100,Rodolfo Fernandes,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,4467,25,1,0.005596597268860533,0.04,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,11007.0,2411007,Rodolfo Fernandes,241100,2411007,154.84,4467,28.53,99.0,0.604,17.24,17724.4474,15544.44232,8800.4,2411007,-0.6306932415748707,74.19969224489392,0,63.48442172701922,5.894075398120799,0.10806175406063367,986.9372771191344,0.08702350051361485
241105,Tibau,24002,2ª REGIAO DE SAUDE - MOSSORO,4106,70,5,0.017048222113979543,0.07142857142857142,2,24002,Mossoró,Oeste,1,Oeste Potiguar,1,Mossoró,11056.0,2411056,Tibau,241105,2411056,169.365,4106,21.79,97.8,0.635,47.62,26768.46372,27562.65125,19498.24,2411056,-0.4808532538241919,71.03692170976629,0,56.31142929575554,12.379975336287856,1.6049734411330494,1253.1303557506978,0.07789547314039247
241110,Ruy Barbosa,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,3600,42,1,0.011666666666666669,0.023809523809523808,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,14,Borborema Potiguar,11106.0,2411106,Ruy Barbosa,241110,2411106,125.809,3600,28.58,98.7,0.605,25.64,14657.76209,12961.56348,8123.74,2411106,-0.6612829210847664,73.53058437788546,0,70.17626161126917,10.670161480981227,0.0,915.1894001552023,0.0379961611558528
241120,Santa Cruz,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,39674,450,12,0.011342440893280232,0.02666666666666667,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,14,Borborema Potiguar,11205.0,2411205,Santa Cruz,241120,2411205,624.356,39674,57.33,95.7,0.635,10.66,80717.48198,74276.88449,14173.01,2411205,-0.5330772205716545,67.7695493616454,0,60.56516831521077,9.247991190294893,0.5176423457094472,1231.3288562004734,0.08938973368719694
241140,Santana do Matos,24004,4ª REGIAO DE SAUDE - CAICO,12791,62,1,0.0048471581580799,0.016129032258064516,4,24004,Caicó,Seridó,2,Central Potiguar,10,Serra de Santana,11403.0,2411403,Santana do Seridó,241140,2411403,1425.364,12791,9.73,97.6,0.591,9.26,29416.09076,28283.36512,9351.32,2411403,-0.6332796668112126,75.31908127631657,0,70.13646160359544,7.896230255908081,0.12785609772893558,975.8680833318024,0.0776234169282688
241142,Santana do Seridó,24004,4ª REGIAO DE SAUDE - CAICO,2680,21,1,0.007835820895522387,0.047619047619047616,4,24004,Caicó,Seridó,2,Central Potiguar,12,Seridó Oriental,11429.0,2411429,Santana dos Matos,241142,2411429,188.403,2680,13.41,99.2,0.642,37.04,13273.92839,10730.663,14273.78,2411429,-0.474090637183754,70.2445659455579,0,50.71629074576804,9.608120584704947,0.0,1257.1604447704992,0.1289194617995051
241150,Santo Antônio,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,24136,358,15,0.014832615180643025,0.04189944134078212,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,11502.0,2411502,Santo Antônio,241150,2411502,301.082,24136,73.79,97.9,0.62,3.68,46132.72683,47617.81675,8925.05,2411502,-0.6105831484761117,73.9412819361312,0,66.14088564227688,11.04266167407831,0.17680493661212004,1106.2263748645696,0.0997278659548364
241160,São Bento do Norte,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,2747,59,0,0.021477975973789587,0.0,3,24003,João Câmara,Mato Grande/Salineira,2,Central Potiguar,8,Macau,11601.0,2411601,São Bento do Norte,241160,2411601,288.761,2747,10.3,98.7,0.555,45.45,21531.03806,19593.25249,69004.68,2411601,-0.7532423037464874,80.29669071188422,0,75.92989737175544,6.264893104967754,0.0,869.0789607431592,0.055254781860634594
241170,São Bento do Trairí,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,4449,49,1,0.011013710946280062,0.020408163265306117,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,14,Borborema Potiguar,11700.0,2411700,São Bento do Trairí,241170,2411700,190.818,4449,20.46,92.9,0.595,13.16,14996.93917,13082.05989,7868.23,2411700,-0.6500501968624213,73.264892581953,0,73.79933908719772,5.5613225928910754,0.0,831.8164039457079,0.06967229172475697
241180,São Fernando,24004,4ª REGIAO DE SAUDE - CAICO,3584,43,3,0.011997767857142858,0.06976744186046513,4,24004,Caicó,Seridó,2,Central Potiguar,11,Seridó Ocidental,11809.0,2411809,São Fernando,241180,2411809,404.427,3584,8.41,96.8,0.608,54.05,14488.55771,13262.50763,13508.28,2411809,-0.5168885858932502,74.2083316633372,0,57.46874044742064,10.370394238455637,0.0,1228.5323107133665,0.1614703254769072
241190,São Francisco do Oeste,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,4228,16,0,0.0037842951750236523,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,11908.0,2411908,São Francisco do Oeste,241190,2411908,75.588,4228,51.25,96.6,0.628,17.86,14569.36324,11347.59612,9127.78,2411908,-0.5349898241466763,71.21895453928867,0,56.67220392192749,6.372060262396786,0.2886628790152699,1074.6108962275937,0.12464970874102475
241200,São Gonçalo do Amarante,24007,7ª REGIAO DE SAUDE - METROPOLITANA,102400,2035,79,0.019873046875,0.03882063882063882,7,24007,Natal,Metropolitana,4,Leste Potiguar,17,Macaíba,12005.0,2412005,São Gonçalo do Amarante,241200,2412005,249.8,102400,351.91,95.8,0.661,14.77,234196.24888,210442.45932,13935.05,2412005,-0.5157075805628744,64.35853536845471,0,49.950434504252826,16.331528665402256,0.5898537886804167,1413.0777119273534,0.048064482232449635
241210,São João do Sabugi,24004,4ª REGIAO DE SAUDE - CAICO,6193,52,5,0.00839657678023575,0.09615384615384616,4,24004,Caicó,Seridó,2,Central Potiguar,12,Seridó Oriental,12104.0,2412104,São João do Sabugi,241210,2412104,277.011,6193,21.38,96.9,0.655,28.99,15486.40741,15011.71961,8986.45,2412104,-0.4514604469366268,65.18834678527445,0,49.66921360202504,9.627467225974256,0.3332804601787611,1300.108907040589,0.12980870279523415
241220,São José de Mipibu,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,43899,969,19,0.0220733957493337,0.0196078431372549,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,14,Borborema Potiguar,12302.0,2412203,São José de Mipibu,241220,2412203,289.987,43899,137.0,96.3,0.611,12.48,96645.26108,92981.4624,17329.36,2412203,-0.5963537708172938,73.64484843014806,0,64.25706218604958,14.648386285525053,0.6776130615824414,1220.1125024533935,0.08056704398258853
241230,São José do Campestre,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,12856,185,9,0.01439016801493466,0.04864864864864865,5,24005,Santa Cruz,Trairi/Potengi,4,Leste Potiguar,17,Macaíba,12203.0,2412302,São José de Campestre,241230,2412302,341.115,12856,36.22,96.9,0.615,6.8,25869.86539,24795.77157,7233.34,2412302,-0.6606292765004906,73.11322046656313,0,66.93389320885224,7.482802791324666,0.0,1003.3701446647076,0.07046236543832407
241240,São José do Seridó,24004,4ª REGIAO DE SAUDE - CAICO,4634,37,0,0.007984462667242124,0.0,4,24004,Caicó,Seridó,2,Central Potiguar,12,Seridó Oriental,12401.0,2412401,São José do Seridó,241240,2412401,174.505,4634,24.25,97.1,0.694,26.32,17452.07426,16430.08002,21851.52,2412401,-0.3860012744385243,62.06733343883885,0,43.36502667903578,5.04140874589787,1.071957162036039,1532.7948526605649,0.125666180616685
241250,São Miguel,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,23519,247,2,0.010502147200136059,0.008097165991902834,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,5,Serra de São Miguel,12500.0,2412500,São Miguel,241250,2412500,166.233,23519,129.05,96.6,0.606,4.63,50189.8718,44926.21728,9247.75,2412500,-0.5701277703694371,74.88759799772718,0,65.41112149015427,3.978781301722425,0.8054223575009285,1072.2769282801607,0.1251294545333934
241255,São Miguel do Gostoso,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,10282,129,10,0.012546197237891459,0.07751937984496124,3,24003,João Câmara,Mato Grande/Salineira,4,Leste Potiguar,16,Litoral Nordeste,12559.0,2412559,São Miguel do Gostoso,241255,2412559,431.444,10282,25.22,98.7,0.591,22.73,28273.22376,25598.18451,43664.91,2412559,-0.6849457204855169,77.09489934844778,0,67.18800136644296,9.585064447356489,0.0,1010.5393877839456,0.05126071759102402
241260,São Paulo do Potengi,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,17579,236,16,0.013425109505660162,0.06779661016949153,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,15,Agreste Potiguar,12609.0,2412609,São Paulo do Potengi,241260,2412609,240.425,17579,65.9,97.9,0.622,9.85,39691.42031,38977.17554,9256.77,2412609,-0.5663276884971236,70.84432908562373,0,59.339669014448994,11.981134020731538,0.34701304614276296,1125.2018547186929,0.07693117792722504
241270,São Pedro,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,5971,124,5,0.02076704069670072,0.04032258064516129,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,15,Agreste Potiguar,12708.0,2412708,São Pedro,241270,2412708,195.237,5971,31.94,97.7,0.589,12.99,16695.40514,15826.52285,9607.69,2412708,-0.6899189741104993,78.50579511707251,0,65.08019575555305,12.299391723456385,0.0,1025.9074281673904,0.044543342683597935
241280,São Rafael,24008,8ª REGIAO DE SAUDE - ACU,8202,173,6,0.021092416483784442,0.03468208092485549,8,24008,Açu,Vale do Açu,1,Oeste Potiguar,4,Vale do Açu,12807.0,2412807,São Rafael,241280,2412807,469.101,8202,17.29,98.2,0.611,28.57,17398.57978,15434.14413,8416.47,2412807,-0.5399104583316244,74.99831759070923,0,59.88168671791453,9.492865235343878,0.5803329552541356,1145.8275670632345,0.09856077954431974
241290,São Tomé,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,11055,98,3,0.008864767073722298,0.030612244897959183,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,14,Borborema Potiguar,12906.0,2412906,São Tomé,241290,2412906,862.585,11055,12.55,97.2,0.585,8.55,29112.54254,27544.71041,8058.92,2412906,-0.6567724853625967,77.06080637001052,0,64.26630060753986,4.8521364177695006,0.4356322385987852,937.3853672228473,0.049718633288110325
241300,São Vicente,24004,4ª REGIAO DE SAUDE - CAICO,6424,27,0,0.004202988792029888,0.0,4,24004,Caicó,Seridó,2,Central Potiguar,10,Serra de Santana,13003.0,2413003,São Vicente,241300,2413003,197.817,6424,30.47,92.5,0.642,28.99,16747.53358,15285.71487,9730.48,2413003,-0.4851260439909305,68.95433307181077,0,59.9983283770393,7.5905144533744355,0.3301768780332708,1157.5476753228995,0.13073206895283107
241310,Senador Elói de Souza,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,6086,46,0,0.0075583305948077545,0.0,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,15,Agreste Potiguar,13102.0,2413102,Senador Elói de Souza,241310,2413102,152.376,6086,33.63,97.7,0.583,24.69,18624.17417,16948.05279,7012.83,2413102,-0.7184879758158449,75.5717526138545,0,73.84886448034273,9.292780714946053,0.35009657942183736,759.0965913906862,0.042346302081003984
241320,Senador Georgino Avelino,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,4440,38,2,0.008558558558558558,0.05263157894736842,1,24001,São José de Mipibu ,Litoral Sul/Agreste,4,Leste Potiguar,19,Litoral Sul,13201.0,2413201,Senador Georgino Avelino,241320,2413201,26.1,4440,151.31,97.1,0.57,14.93,15730.20657,13720.95059,23284.68,2413201,-0.7608180339984538,77.87837438469639,0,72.38468518670321,5.531437532866498,0.0,899.8721943407575,0.051040841564256915
241330,Serra de São Bento,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,5762,28,0,0.004859423811176675,0.0,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,14,Borborema Potiguar,13300.0,2413300,Serra de São Bento,241330,2413300,96.628,5762,59.43,97.5,0.582,11.49,15190.82156,14067.96907,7667.03,2413300,-0.6652008915154353,75.03670527149926,0,68.60543469011265,6.3274538047841205,0.17953204271979215,913.008550098546,0.05912698819019546
241335,Serra do Mel,24002,2ª REGIAO DE SAUDE - MOSSORO,11938,131,7,0.01097336237225666,0.053435114503816786,2,24002,Mossoró,Oeste,1,Oeste Potiguar,1,Mossoró,13359.0,2413359,Serra do Mel,241335,2413359,620.241,11938,16.69,97.8,0.614,30.12,39307.62248,35147.09216,25892.88,2413359,-0.5569428319361952,73.28207436995538,0,66.93071955898367,20.817936329099126,0.2718854211740602,1196.2081591213755,0.05769517013023773
241340,Serra Negra do Norte,24004,4ª REGIAO DE SAUDE - CAICO,8078,165,6,0.020425847982173805,0.03636363636363636,4,24004,Caicó,Seridó,2,Central Potiguar,11,Seridó Ocidental,13409.0,2413409,Serra Negra do Norte,241340,2413409,562.396,8078,13.82,95.5,0.597,12.2,20032.48549,16352.94806,8972.46,2413409,-0.608319883798235,76.2316656340812,0,57.78415328476056,6.716403737720068,0.5429367251397661,1160.0615428395954,0.08164040011355668
241350,Serrinha,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,6229,37,0,0.005939958259752769,0.0,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,13508.0,2413508,Serrinha,241350,2413508,193.351,6229,34.04,99.0,0.592,34.88,19494.8782,18586.63773,8515.66,2413508,-0.664634729299007,77.34941220471781,0,67.33210812359404,11.941739106440814,0.17712268574404175,942.0188418712453,0.057697534051424526
241355,Serrinha dos Pintos,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,4800,14,0,0.0029166666666666672,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,7,Umarizal,13557.0,2413557,Serrinha dos Pintos,241355,2413557,122.375,4800,37.02,96.1,0.598,47.62,15115.67349,13755.23931,7709.46,2413557,-0.5563170930715016,76.54084282453891,0,66.46106718154972,1.9965969659351368,0.4431818187419605,867.1593834010725,0.13789045435531475
241360,Severiano Melo,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,2440,50,1,0.020491803278688527,0.02,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,13607.0,2413607,Severiano Melo,241360,2413607,157.85,2440,36.44,97.1,0.604,22.99,17338.28477,17218.40582,13155.87,2413607,-0.5646399743268418,72.351919921226,0,62.83591333577461,6.275921039070305,0.0,1038.4752778351024,0.08805649807302451
241370,Sítio Novo,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,5522,39,2,0.0070626584570807685,0.05128205128205128,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,14,Borborema Potiguar,13706.0,2413706,Sítio Novo,241370,2413706,213.456,5522,23.52,99.4,0.572,32.79,15912.908,15332.45699,7603.84,2413706,-0.6438669563010123,76.19757612071687,0,72.09435119951921,5.280988405791863,0.0,818.875336838501,0.11056968676443724
241380,Taboleiro Grande,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,2566,14,2,0.005455962587685113,0.14285714285714285,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,13805.0,2413805,Taboleiro Grande,241380,2413805,124.093,2566,18.67,95.8,0.612,66.67,14249.62078,12494.14212,9772.25,2413805,-0.6071577268049924,75.81443272237397,0,67.40316402964905,5.892547684892811,0.2506330214706089,1007.7375205356744,0.11303457995456155
241390,Taipu,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,12279,98,5,0.007981105953253522,0.051020408163265314,3,24003,João Câmara,Mato Grande/Salineira,4,Leste Potiguar,16,Litoral Nordeste,13904.0,2413904,Taipu,241390,2413904,352.818,12279,33.55,95.5,0.569,15.15,27096.594,25243.73427,9716.83,2413904,-0.7310450928848016,78.53249620905234,0,69.31043695097877,8.097963163340367,0.0,1027.4322216722674,0.04990631266376688
241400,Tangará,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,15727,65,5,0.004133019647739556,0.07692307692307693,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,14,Borborema Potiguar,14001.0,2414001,Tangará,241400,2414001,339.484,15727,39.72,98.1,0.608,27.65,37998.52161,31725.87276,8656.26,2414001,-0.6214121101886969,73.91663336964945,0,67.88485919113945,11.387612079811639,0.3821577014809989,1070.6820770968222,0.07692953119426704
241410,Tenente Ananias,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,10786,121,4,0.011218245874281477,0.033057851239669415,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,14100.0,2414100,Tenente Ananias,241410,2414100,223.671,10786,44.19,95.1,0.592,30.3,24250.57428,21851.201,7691.0,2414100,-0.5721315932613721,78.39273005382597,0,61.000966094380296,8.930932170858858,0.3397383707922117,1154.9511735253893,0.0940005949290068
241415,Tenente Laurentino Cruz,24004,4ª REGIAO DE SAUDE - CAICO,5952,38,0,0.006384408602150538,0.0,4,24004,Caicó,Seridó,2,Central Potiguar,10,Serra de Santana,14159.0,2414159,Tenente Laurentino,241415,2414159,68.556,5952,72.68,98.1,0.623,22.73,27001.33334,27114.67107,15910.19,2414159,-0.5654572619012153,70.15621394614864,0,67.82971729460783,6.525003492100281,0.18214459265244545,931.5179138886175,0.09790625615813653
241420,Tibau do Sul,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,14180,312,2,0.022002820874471085,0.00641025641025641,1,24001,São José de Mipibu ,Litoral Sul/Agreste,4,Leste Potiguar,19,Litoral Sul,14209.0,2414209,Tibau do Sul,241420,2414209,102.68,14180,111.81,95.7,0.645,17.09,43580.37525,42983.42443,21964.26,2414209,-0.5286083535154411,70.29918604765155,0,52.931777129169795,16.091456527183777,0.8167848015298755,1704.6026499608054,0.05565705068443805
241430,Timbaúba dos Batistas,24004,4ª REGIAO DE SAUDE - CAICO,2414,33,0,0.013670256835128418,0.0,4,24004,Caicó,Seridó,2,Central Potiguar,11,Seridó Ocidental,14308.0,2414308,Timbaúba dos Batistas,241430,2414308,135.456,2414,16.94,99.3,0.64,43.48,13008.32425,12262.85594,12313.27,2414308,-0.4792050534415658,65.25756456297813,0,42.23017150673883,11.336441795700233,0.2487971440908705,1371.7195798521725,0.08711224364869175
241440,Touros,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,33287,403,17,0.01210682849160333,0.04218362282878412,3,24003,João Câmara,Mato Grande/Salineira,4,Leste Potiguar,16,Litoral Nordeste,14407.0,2414407,Touros,241440,2414407,753.961,33287,37.07,99.2,0.572,8.35,70283.38638,63216.58231,19871.97,2414407,-0.650178113878344,77.98390566441607,0,67.67107673804044,11.15465236655932,0.5870434693989797,1135.7219288153,0.06294224627258592
241445,Triunfo Potiguar,24008,8ª REGIAO DE SAUDE - ACU,3237,34,2,0.01050355267222737,0.05882352941176471,8,24008,Açu,Vale do Açu,1,Oeste Potiguar,3,Médio Oeste,14456.0,2414456,Triunfo Potiguar,241445,2414456,268.725,3237,12.53,97.8,0.602,18.87,14558.45048,13195.31199,12357.59,2414456,-0.6313191198680352,74.13740933927325,0,58.26261044941305,6.973491408486911,0.0,1065.125327596062,0.07763000910842521
241450,Umarizal,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,10555,125,3,0.011842728564661295,0.024,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,7,Umarizal,14506.0,2414506,Umarizal,241450,2414506,213.584,10555,49.91,97.3,0.618,18.52,21498.73059,19586.52545,12011.11,2414506,-0.5551779101423072,73.41452733285492,0,62.73596861058142,6.119110676044568,0.0,1099.976751595323,0.1237119864307008
241460,Upanema,24002,2ª REGIAO DE SAUDE - MOSSORO,14659,236,8,0.016099324646974555,0.03389830508474576,2,24002,Mossoró,Oeste,1,Oeste Potiguar,3,Médio Oeste,14605.0,2414605,Upanema,241460,2414605,873.14,14659,14.87,98.0,0.596,13.89,38209.32984,39072.49597,9718.52,2414605,-0.6543938914125595,73.8345259103603,0,68.20362307452375,7.056496899759357,0.0,833.9980010841501,0.07711206522410663
241470,Várzea,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,5500,82,4,0.01490909090909091,0.04878048780487805,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,14704.0,2414704,Várzea,241470,2414704,72.684,5500,72.04,97.8,0.626,30.77,14557.30594,12895.79925,7528.24,2414704,-0.6229446459922656,71.5859295124384,0,63.19739269999769,11.158181133177617,0.4335159058814213,1016.895791485952,0.08318835822716686
241475,Venha-Ver,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,4177,8,3,0.0019152501795547047,0.375,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,5,Serra de São Miguel,14753.0,2414753,Venha Ver,241475,2414753,71.621,4177,53.35,98.8,0.555,45.45,16760.05981,15467.93631,8516.06,2414753,-0.6595597879931693,80.57034295288875,0,78.06926516398677,3.9200675012624178,0.0,769.7771288863414,0.12578530201542293
241480,Vera Cruz,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,12481,130,7,0.010415832064738402,0.05384615384615385,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,14803.0,2414803,Vera Cruz,241480,2414803,84.127,12481,127.77,97.8,0.587,5.92,27827.09514,25689.04831,8627.61,2414803,-0.6379314234306377,74.9733730557744,0,65.51570488342709,8.78071670151931,0.14721447481629113,1152.882695846957,0.08172063335042345
241490,Viçosa,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,1718,10,0,0.005820721769499418,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,14902.0,2414902,Viçosa,241490,2414902,37.905,1718,42.69,99.2,0.592,40.0,11665.14807,8910.46051,9109.95,2414902,-0.6397070071669799,74.06251618839599,0,69.46580513549756,9.273575722140137,0.0,880.1400152962427,0.049381265512945305
241500,Vila Flor,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,3170,103,0,0.032492113564668766,0.0,1,24001,São José de Mipibu ,Litoral Sul/Agreste,4,Leste Potiguar,19,Litoral Sul,15008.0,2415008,Vila Flor,241500,2415008,47.656,3170,60.27,99.0,0.576,66.67,13852.4315,12182.41137,11625.6,2415008,-0.6692281818945547,73.87277642514886,0,73.45019277918887,10.330708726333157,0.2758990273575073,1086.3305527127354,0.07000568941263907
